"","Cause","State","Year","Deaths","Population","Crude.Rate","Nat_Pop","Nat_Mort","Nat_M_Rate","Comp_Rate","Comp_Cat"
"8139","Congenital Abnormalities","AK",2010,24,710231,3.4,308745538,2468186,7.99,0,"x<=1"
"8140","Congenital Abnormalities","AZ",1999,212,5023823,4.2,279040168,2391143,8.57,0,"x<=1"
"8141","Congenital Abnormalities","AZ",2000,204,5130632,4,281421906,2403035,8.54,0,"x<=1"
"8142","Congenital Abnormalities","AZ",2001,221,5273477,4.2,284968955,2416093,8.48,0,"x<=1"
"8143","Congenital Abnormalities","AZ",2002,195,5396255,3.6,287625193,2443141,8.49,0,"x<=1"
"8144","Congenital Abnormalities","AZ",2003,212,5510364,3.8,290107933,2448007,8.44,0,"x<=1"
"8145","Congenital Abnormalities","AZ",2004,245,5652404,4.3,292805298,2397325,8.19,1,"x<=1"
"8146","Congenital Abnormalities","AZ",2005,239,5839077,4.1,295516599,2447782,8.28,0,"x<=1"
"8147","Congenital Abnormalities","AZ",2006,249,6029141,4.1,298379912,2425990,8.13,1,"x<=1"
"8148","Congenital Abnormalities","AZ",2007,246,6167681,4,301231207,2423460,8.05,0,"x<=1"
"8149","Congenital Abnormalities","AZ",2008,241,6280362,3.8,304093966,2471723,8.13,0,"x<=1"
"8150","Congenital Abnormalities","AZ",2009,213,6343154,3.4,306771529,2436924,7.94,0,"x<=1"
"8151","Congenital Abnormalities","AZ",2010,214,6392017,3.3,308745538,2468186,7.99,0,"x<=1"
"8152","Congenital Abnormalities","AR",1999,97,2651860,3.7,279040168,2391143,8.57,0,"x<=1"
"8153","Congenital Abnormalities","AR",2000,113,2673400,4.2,281421906,2403035,8.54,0,"x<=1"
"8154","Congenital Abnormalities","AR",2001,114,2691571,4.2,284968955,2416093,8.48,0,"x<=1"
"8155","Congenital Abnormalities","AR",2002,105,2705927,3.9,287625193,2443141,8.49,0,"x<=1"
"8156","Congenital Abnormalities","AR",2003,109,2724816,4,290107933,2448007,8.44,0,"x<=1"
"8157","Congenital Abnormalities","AR",2004,140,2749686,5.1,292805298,2397325,8.19,1,"x<=1"
"8158","Congenital Abnormalities","AR",2005,102,2781097,3.7,295516599,2447782,8.28,0,"x<=1"
"8159","Congenital Abnormalities","AR",2006,117,2821761,4.1,298379912,2425990,8.13,1,"x<=1"
"8160","Congenital Abnormalities","AR",2007,93,2848650,3.3,301231207,2423460,8.05,0,"x<=1"
"8161","Congenital Abnormalities","AR",2008,107,2874554,3.7,304093966,2471723,8.13,0,"x<=1"
"8162","Congenital Abnormalities","AR",2009,110,2896843,3.8,306771529,2436924,7.94,0,"x<=1"
"8163","Congenital Abnormalities","AR",2010,113,2915918,3.9,308745538,2468186,7.99,0,"x<=1"
"8164","Congenital Abnormalities","CA",1999,1258,33499204,3.8,279040168,2391143,8.57,0,"x<=1"
"8165","Congenital Abnormalities","CA",2000,1265,33871648,3.7,281421906,2403035,8.54,0,"x<=1"
"8166","Congenital Abnormalities","CA",2001,1282,34479458,3.7,284968955,2416093,8.48,0,"x<=1"
"8167","Congenital Abnormalities","CA",2002,1304,34871843,3.7,287625193,2443141,8.49,0,"x<=1"
"8168","Congenital Abnormalities","CA",2003,1267,35253159,3.6,290107933,2448007,8.44,0,"x<=1"
"8169","Congenital Abnormalities","CA",2004,1292,35574576,3.6,292805298,2397325,8.19,0,"x<=1"
"8170","Congenital Abnormalities","CA",2005,1260,35827943,3.5,295516599,2447782,8.28,0,"x<=1"
"8171","Congenital Abnormalities","CA",2006,1300,36021202,3.6,298379912,2425990,8.13,0,"x<=1"
"8172","Congenital Abnormalities","CA",2007,1285,36250311,3.5,301231207,2423460,8.05,0,"x<=1"
"8173","Congenital Abnormalities","CA",2008,1265,36604337,3.5,304093966,2471723,8.13,0,"x<=1"
"8174","Congenital Abnormalities","CA",2009,1211,36961229,3.3,306771529,2436924,7.94,0,"x<=1"
"8175","Congenital Abnormalities","CA",2010,1107,37253956,3,308745538,2468186,7.99,0,"x<=1"
"8176","Congenital Abnormalities","CO",1999,171,4226018,4,279040168,2391143,8.57,0,"x<=1"
"8177","Congenital Abnormalities","CO",2000,158,4301261,3.7,281421906,2403035,8.54,0,"x<=1"
"8178","Congenital Abnormalities","CO",2001,143,4425687,3.2,284968955,2416093,8.48,0,"x<=1"
"8179","Congenital Abnormalities","CO",2002,157,4490406,3.5,287625193,2443141,8.49,0,"x<=1"
"8180","Congenital Abnormalities","CO",2003,147,4528732,3.2,290107933,2448007,8.44,0,"x<=1"
"8181","Congenital Abnormalities","CO",2004,170,4575013,3.7,292805298,2397325,8.19,0,"x<=1"
"8182","Congenital Abnormalities","CO",2005,186,4631888,4,295516599,2447782,8.28,0,"x<=1"
"8183","Congenital Abnormalities","CO",2006,169,4720423,3.6,298379912,2425990,8.13,0,"x<=1"
"8184","Congenital Abnormalities","CO",2007,181,4803868,3.8,301231207,2423460,8.05,0,"x<=1"
"8185","Congenital Abnormalities","CO",2008,180,4889730,3.7,304093966,2471723,8.13,0,"x<=1"
"8186","Congenital Abnormalities","CO",2009,172,4972195,3.5,306771529,2436924,7.94,0,"x<=1"
"8187","Congenital Abnormalities","CO",2010,164,5029196,3.3,308745538,2468186,7.99,0,"x<=1"
"8188","Congenital Abnormalities","CT",1999,110,3386401,3.2,279040168,2391143,8.57,0,"x<=1"
"8189","Congenital Abnormalities","CT",2000,97,3405565,2.8,281421906,2403035,8.54,0,"x<=1"
"8190","Congenital Abnormalities","CT",2001,77,3432835,2.2,284968955,2416093,8.48,0,"x<=1"
"8191","Congenital Abnormalities","CT",2002,104,3458749,3,287625193,2443141,8.49,0,"x<=1"
"8192","Congenital Abnormalities","CT",2003,84,3484336,2.4,290107933,2448007,8.44,0,"x<=1"
"8193","Congenital Abnormalities","CT",2004,87,3496094,2.5,292805298,2397325,8.19,0,"x<=1"
"8194","Congenital Abnormalities","CT",2005,73,3506956,2.1,295516599,2447782,8.28,0,"x<=1"
"8195","Congenital Abnormalities","CT",2006,86,3517460,2.4,298379912,2425990,8.13,0,"x<=1"
"8196","Congenital Abnormalities","CT",2007,88,3527270,2.5,301231207,2423460,8.05,0,"x<=1"
"8197","Congenital Abnormalities","CT",2008,91,3545579,2.6,304093966,2471723,8.13,0,"x<=1"
"8198","Congenital Abnormalities","CT",2009,72,3561807,2,306771529,2436924,7.94,0,"x<=1"
"8199","Congenital Abnormalities","CT",2010,61,3574097,1.7,308745538,2468186,7.99,0,"x<=1"
"8200","Congenital Abnormalities","DE",1999,28,774990,3.6,279040168,2391143,8.57,0,"x<=1"
"8201","Congenital Abnormalities","DE",2000,22,783600,2.8,281421906,2403035,8.54,0,"x<=1"
"8202","Congenital Abnormalities","DE",2001,27,795699,3.4,284968955,2416093,8.48,0,"x<=1"
"8203","Congenital Abnormalities","DE",2002,29,806169,3.6,287625193,2443141,8.49,0,"x<=1"
"8204","Congenital Abnormalities","DE",2003,24,818003,2.9,290107933,2448007,8.44,0,"x<=1"
"8205","Congenital Abnormalities","DE",2004,30,830803,3.6,292805298,2397325,8.19,0,"x<=1"
"8206","Congenital Abnormalities","DE",2005,17,845150,2,295516599,2447782,8.28,0,"x<=1"
"8207","Congenital Abnormalities","DE",2006,29,859268,3.4,298379912,2425990,8.13,0,"x<=1"
"8208","Congenital Abnormalities","DE",2007,18,871749,2.1,301231207,2423460,8.05,0,"x<=1"
"8209","Congenital Abnormalities","DE",2008,25,883874,2.8,304093966,2471723,8.13,0,"x<=1"
"8210","Congenital Abnormalities","DE",2009,22,891730,2.5,306771529,2436924,7.94,0,"x<=1"
"8211","Congenital Abnormalities","DE",2010,31,897934,3.5,308745538,2468186,7.99,0,"x<=1"
"8212","Congenital Abnormalities","DC",1999,21,570213,3.7,279040168,2391143,8.57,0,"x<=1"
"8213","Congenital Abnormalities","DC",2000,29,572059,5.1,281421906,2403035,8.54,1,"x<=1"
"8214","Congenital Abnormalities","DC",2001,29,574504,5,284968955,2416093,8.48,1,"x<=1"
"8215","Congenital Abnormalities","DC",2002,20,573158,3.5,287625193,2443141,8.49,0,"x<=1"
"8216","Congenital Abnormalities","DC",2003,21,568502,3.7,290107933,2448007,8.44,0,"x<=1"
"8217","Congenital Abnormalities","DC",2004,21,567754,3.7,292805298,2397325,8.19,0,"x<=1"
"8218","Congenital Abnormalities","DC",2005,22,567136,3.9,295516599,2447782,8.28,0,"x<=1"
"8219","Congenital Abnormalities","DC",2006,33,570681,5.8,298379912,2425990,8.13,1,"x<=1"
"8220","Congenital Abnormalities","DC",2007,33,574404,5.7,301231207,2423460,8.05,1,"x<=1"
"8221","Congenital Abnormalities","DC",2008,21,580236,3.6,304093966,2471723,8.13,0,"x<=1"
"8222","Congenital Abnormalities","DC",2009,23,592228,3.9,306771529,2436924,7.94,0,"x<=1"
"8223","Congenital Abnormalities","DC",2010,22,601723,3.7,308745538,2468186,7.99,0,"x<=1"
"8224","Congenital Abnormalities","FL",1999,558,15759421,3.5,279040168,2391143,8.57,0,"x<=1"
"8225","Congenital Abnormalities","FL",2000,562,15982378,3.5,281421906,2403035,8.54,0,"x<=1"
"8226","Congenital Abnormalities","FL",2001,562,16356966,3.4,284968955,2416093,8.48,0,"x<=1"
"8227","Congenital Abnormalities","FL",2002,571,16689370,3.4,287625193,2443141,8.49,0,"x<=1"
"8228","Congenital Abnormalities","FL",2003,572,17004085,3.4,290107933,2448007,8.44,0,"x<=1"
"8229","Congenital Abnormalities","FL",2004,544,17415318,3.1,292805298,2397325,8.19,0,"x<=1"
"8230","Congenital Abnormalities","FL",2005,592,17842038,3.3,295516599,2447782,8.28,0,"x<=1"
"8231","Congenital Abnormalities","FL",2006,633,18166990,3.5,298379912,2425990,8.13,0,"x<=1"
"8232","Congenital Abnormalities","FL",2007,624,18367842,3.4,301231207,2423460,8.05,0,"x<=1"
"8233","Congenital Abnormalities","FL",2008,588,18527305,3.2,304093966,2471723,8.13,0,"x<=1"
"8234","Congenital Abnormalities","FL",2009,619,18652644,3.3,306771529,2436924,7.94,0,"x<=1"
"8235","Congenital Abnormalities","FL",2010,524,18801310,2.8,308745538,2468186,7.99,0,"x<=1"
"8236","Congenital Abnormalities","GA",1999,305,8045965,3.8,279040168,2391143,8.57,0,"x<=1"
"8237","Congenital Abnormalities","GA",2000,324,8186453,4,281421906,2403035,8.54,0,"x<=1"
"8238","Congenital Abnormalities","GA",2001,357,8377038,4.3,284968955,2416093,8.48,1,"x<=1"
"8239","Congenital Abnormalities","GA",2002,330,8508256,3.9,287625193,2443141,8.49,0,"x<=1"
"8240","Congenital Abnormalities","GA",2003,288,8622793,3.3,290107933,2448007,8.44,0,"x<=1"
"8241","Congenital Abnormalities","GA",2004,325,8769252,3.7,292805298,2397325,8.19,0,"x<=1"
"8242","Congenital Abnormalities","GA",2005,318,8925922,3.6,295516599,2447782,8.28,0,"x<=1"
"8243","Congenital Abnormalities","GA",2006,327,9155813,3.6,298379912,2425990,8.13,0,"x<=1"
"8244","Congenital Abnormalities","GA",2007,317,9349988,3.4,301231207,2423460,8.05,0,"x<=1"
"8245","Congenital Abnormalities","GA",2008,295,9504843,3.1,304093966,2471723,8.13,0,"x<=1"
"8246","Congenital Abnormalities","GA",2009,316,9620846,3.3,306771529,2436924,7.94,0,"x<=1"
"8247","Congenital Abnormalities","GA",2010,289,9687653,3,308745538,2468186,7.99,0,"x<=1"
"8248","Congenital Abnormalities","HI",1999,40,1210300,3.3,279040168,2391143,8.57,0,"x<=1"
"8249","Congenital Abnormalities","HI",2000,40,1211537,3.3,281421906,2403035,8.54,0,"x<=1"
"8250","Congenital Abnormalities","HI",2001,34,1225948,2.8,284968955,2416093,8.48,0,"x<=1"
"8251","Congenital Abnormalities","HI",2002,32,1239613,2.6,287625193,2443141,8.49,0,"x<=1"
"8252","Congenital Abnormalities","HI",2003,37,1251154,3,290107933,2448007,8.44,0,"x<=1"
"8253","Congenital Abnormalities","HI",2004,43,1273569,3.4,292805298,2397325,8.19,0,"x<=1"
"8254","Congenital Abnormalities","HI",2005,31,1292729,2.4,295516599,2447782,8.28,0,"x<=1"
"8255","Congenital Abnormalities","HI",2006,39,1309731,3,298379912,2425990,8.13,0,"x<=1"
"8256","Congenital Abnormalities","HI",2007,31,1315675,2.4,301231207,2423460,8.05,0,"x<=1"
"8257","Congenital Abnormalities","HI",2008,39,1332213,2.9,304093966,2471723,8.13,0,"x<=1"
"8258","Congenital Abnormalities","HI",2009,40,1346717,3,306771529,2436924,7.94,0,"x<=1"
"8259","Congenital Abnormalities","HI",2010,39,1360301,2.9,308745538,2468186,7.99,0,"x<=1"
"8260","Congenital Abnormalities","ID",1999,55,1275674,4.3,279040168,2391143,8.57,1,"x<=1"
"8261","Congenital Abnormalities","ID",2000,70,1293953,5.4,281421906,2403035,8.54,1,"x<=1"
"8262","Congenital Abnormalities","ID",2001,64,1319962,4.8,284968955,2416093,8.48,1,"x<=1"
"8263","Congenital Abnormalities","ID",2002,64,1340372,4.8,287625193,2443141,8.49,1,"x<=1"
"8264","Congenital Abnormalities","ID",2003,62,1363380,4.5,290107933,2448007,8.44,1,"x<=1"
"8265","Congenital Abnormalities","ID",2004,55,1391802,4,292805298,2397325,8.19,0,"x<=1"
"8266","Congenital Abnormalities","ID",2005,66,1428241,4.6,295516599,2447782,8.28,1,"x<=1"
"8267","Congenital Abnormalities","ID",2006,67,1468669,4.6,298379912,2425990,8.13,1,"x<=1"
"8268","Congenital Abnormalities","ID",2007,74,1505105,4.9,301231207,2423460,8.05,1,"x<=1"
"8269","Congenital Abnormalities","ID",2008,58,1534320,3.8,304093966,2471723,8.13,0,"x<=1"
"8270","Congenital Abnormalities","ID",2009,58,1554439,3.7,306771529,2436924,7.94,0,"x<=1"
"8271","Congenital Abnormalities","ID",2010,65,1567582,4.1,308745538,2468186,7.99,1,"x<=1"
"8272","Congenital Abnormalities","IL",1999,505,12359020,4.1,279040168,2391143,8.57,0,"x<=1"
"8273","Congenital Abnormalities","IL",2000,466,12419293,3.8,281421906,2403035,8.54,0,"x<=1"
"8274","Congenital Abnormalities","IL",2001,429,12488445,3.4,284968955,2416093,8.48,0,"x<=1"
"8275","Congenital Abnormalities","IL",2002,495,12525556,4,287625193,2443141,8.49,0,"x<=1"
"8276","Congenital Abnormalities","IL",2003,497,12556006,4,290107933,2448007,8.44,0,"x<=1"
"8277","Congenital Abnormalities","IL",2004,420,12589773,3.3,292805298,2397325,8.19,0,"x<=1"
"8278","Congenital Abnormalities","IL",2005,403,12609903,3.2,295516599,2447782,8.28,0,"x<=1"
"8279","Congenital Abnormalities","IL",2006,453,12643955,3.6,298379912,2425990,8.13,0,"x<=1"
"8280","Congenital Abnormalities","IL",2007,404,12695866,3.2,301231207,2423460,8.05,0,"x<=1"
"8281","Congenital Abnormalities","IL",2008,390,12747038,3.1,304093966,2471723,8.13,0,"x<=1"
"8282","Congenital Abnormalities","IL",2009,411,12796778,3.2,306771529,2436924,7.94,0,"x<=1"
"8283","Congenital Abnormalities","IL",2010,346,12830632,2.7,308745538,2468186,7.99,0,"x<=1"
"8284","Congenital Abnormalities","IN",1999,258,6044969,4.3,279040168,2391143,8.57,1,"x<=1"
"8285","Congenital Abnormalities","IN",2000,277,6080485,4.6,281421906,2403035,8.54,1,"x<=1"
"8286","Congenital Abnormalities","IN",2001,260,6127760,4.2,284968955,2416093,8.48,0,"x<=1"
"8287","Congenital Abnormalities","IN",2002,219,6155967,3.6,287625193,2443141,8.49,0,"x<=1"
"8288","Congenital Abnormalities","IN",2003,226,6196638,3.6,290107933,2448007,8.44,0,"x<=1"
"8289","Congenital Abnormalities","IN",2004,252,6233007,4,292805298,2397325,8.19,0,"x<=1"
"8290","Congenital Abnormalities","IN",2005,255,6278616,4.1,295516599,2447782,8.28,0,"x<=1"
"8291","Congenital Abnormalities","IN",2006,247,6332669,3.9,298379912,2425990,8.13,0,"x<=1"
"8292","Congenital Abnormalities","IN",2007,208,6379599,3.3,301231207,2423460,8.05,0,"x<=1"
"8293","Congenital Abnormalities","IN",2008,238,6424806,3.7,304093966,2471723,8.13,0,"x<=1"
"8294","Congenital Abnormalities","IN",2009,230,6459325,3.6,306771529,2436924,7.94,0,"x<=1"
"8295","Congenital Abnormalities","IN",2010,272,6483802,4.2,308745538,2468186,7.99,1,"x<=1"
"8296","Congenital Abnormalities","IA",1999,116,2917634,4,279040168,2391143,8.57,0,"x<=1"
"8297","Congenital Abnormalities","IA",2000,111,2926324,3.8,281421906,2403035,8.54,0,"x<=1"
"8298","Congenital Abnormalities","IA",2001,100,2931997,3.4,284968955,2416093,8.48,0,"x<=1"
"8299","Congenital Abnormalities","IA",2002,102,2934234,3.5,287625193,2443141,8.49,0,"x<=1"
"8300","Congenital Abnormalities","IA",2003,102,2941999,3.5,290107933,2448007,8.44,0,"x<=1"
"8301","Congenital Abnormalities","IA",2004,120,2953635,4.1,292805298,2397325,8.19,1,"x<=1"
"8302","Congenital Abnormalities","IA",2005,113,2964454,3.8,295516599,2447782,8.28,0,"x<=1"
"8303","Congenital Abnormalities","IA",2006,124,2982644,4.2,298379912,2425990,8.13,1,"x<=1"
"8304","Congenital Abnormalities","IA",2007,121,2999212,4,301231207,2423460,8.05,0,"x<=1"
"8305","Congenital Abnormalities","IA",2008,112,3016734,3.7,304093966,2471723,8.13,0,"x<=1"
"8306","Congenital Abnormalities","IA",2009,110,3032870,3.6,306771529,2436924,7.94,0,"x<=1"
"8307","Congenital Abnormalities","IA",2010,109,3046355,3.6,308745538,2468186,7.99,0,"x<=1"
"8308","Congenital Abnormalities","KS",1999,115,2678338,4.3,279040168,2391143,8.57,1,"x<=1"
"8309","Congenital Abnormalities","KS",2000,124,2688418,4.6,281421906,2403035,8.54,1,"x<=1"
"8310","Congenital Abnormalities","KS",2001,109,2702162,4,284968955,2416093,8.48,0,"x<=1"
"8311","Congenital Abnormalities","KS",2002,116,2713535,4.3,287625193,2443141,8.49,1,"x<=1"
"8312","Congenital Abnormalities","KS",2003,94,2723004,3.5,290107933,2448007,8.44,0,"x<=1"
"8313","Congenital Abnormalities","KS",2004,106,2734373,3.9,292805298,2397325,8.19,0,"x<=1"
"8314","Congenital Abnormalities","KS",2005,124,2745299,4.5,295516599,2447782,8.28,1,"x<=1"
"8315","Congenital Abnormalities","KS",2006,109,2762931,3.9,298379912,2425990,8.13,0,"x<=1"
"8316","Congenital Abnormalities","KS",2007,115,2783785,4.1,301231207,2423460,8.05,1,"x<=1"
"8317","Congenital Abnormalities","KS",2008,121,2808076,4.3,304093966,2471723,8.13,1,"x<=1"
"8318","Congenital Abnormalities","KS",2009,109,2832704,3.8,306771529,2436924,7.94,0,"x<=1"
"8319","Congenital Abnormalities","KS",2010,107,2853118,3.8,308745538,2468186,7.99,0,"x<=1"
"8320","Congenital Abnormalities","KY",1999,177,4018053,4.4,279040168,2391143,8.57,1,"x<=1"
"8321","Congenital Abnormalities","KY",2000,164,4041769,4.1,281421906,2403035,8.54,0,"x<=1"
"8322","Congenital Abnormalities","KY",2001,127,4068132,3.1,284968955,2416093,8.48,0,"x<=1"
"8323","Congenital Abnormalities","KY",2002,142,4089875,3.5,287625193,2443141,8.49,0,"x<=1"
"8324","Congenital Abnormalities","KY",2003,143,4117170,3.5,290107933,2448007,8.44,0,"x<=1"
"8325","Congenital Abnormalities","KY",2004,141,4146101,3.4,292805298,2397325,8.19,0,"x<=1"
"8326","Congenital Abnormalities","KY",2005,129,4182742,3.1,295516599,2447782,8.28,0,"x<=1"
"8327","Congenital Abnormalities","KY",2006,145,4219239,3.4,298379912,2425990,8.13,0,"x<=1"
"8328","Congenital Abnormalities","KY",2007,177,4256672,4.2,301231207,2423460,8.05,1,"x<=1"
"8329","Congenital Abnormalities","KY",2008,142,4289878,3.3,304093966,2471723,8.13,0,"x<=1"
"8330","Congenital Abnormalities","KY",2009,153,4317074,3.5,306771529,2436924,7.94,0,"x<=1"
"8331","Congenital Abnormalities","KY",2010,147,4339367,3.4,308745538,2468186,7.99,0,"x<=1"
"8332","Congenital Abnormalities","LA",1999,221,4460811,5,279040168,2391143,8.57,1,"x<=1"
"8333","Congenital Abnormalities","LA",2000,236,4468976,5.3,281421906,2403035,8.54,1,"x<=1"
"8334","Congenital Abnormalities","LA",2001,210,4477875,4.7,284968955,2416093,8.48,1,"x<=1"
"8335","Congenital Abnormalities","LA",2002,226,4497267,5,287625193,2443141,8.49,1,"x<=1"
"8336","Congenital Abnormalities","LA",2003,207,4521042,4.6,290107933,2448007,8.44,1,"x<=1"
"8337","Congenital Abnormalities","LA",2004,221,4552238,4.9,292805298,2397325,8.19,1,"x<=1"
"8338","Congenital Abnormalities","LA",2005,199,4576628,4.3,295516599,2447782,8.28,1,"x<=1"
"8339","Congenital Abnormalities","LA",2006,179,4302665,4.2,298379912,2425990,8.13,1,"x<=1"
"8340","Congenital Abnormalities","LA",2007,165,4375581,3.8,301231207,2423460,8.05,0,"x<=1"
"8341","Congenital Abnormalities","LA",2008,182,4435586,4.1,304093966,2471723,8.13,1,"x<=1"
"8342","Congenital Abnormalities","LA",2009,160,4491648,3.6,306771529,2436924,7.94,0,"x<=1"
"8343","Congenital Abnormalities","LA",2010,140,4533372,3.1,308745538,2468186,7.99,0,"x<=1"
"8344","Congenital Abnormalities","ME",1999,38,1266808,3,279040168,2391143,8.57,0,"x<=1"
"8345","Congenital Abnormalities","ME",2000,44,1274923,3.5,281421906,2403035,8.54,0,"x<=1"
"8346","Congenital Abnormalities","ME",2001,40,1285692,3.1,284968955,2416093,8.48,0,"x<=1"
"8347","Congenital Abnormalities","ME",2002,41,1295960,3.2,287625193,2443141,8.49,0,"x<=1"
"8348","Congenital Abnormalities","ME",2003,39,1306513,3,290107933,2448007,8.44,0,"x<=1"
"8349","Congenital Abnormalities","ME",2004,35,1313688,2.7,292805298,2397325,8.19,0,"x<=1"
"8350","Congenital Abnormalities","ME",2005,40,1318787,3,295516599,2447782,8.28,0,"x<=1"
"8351","Congenital Abnormalities","ME",2006,43,1323619,3.2,298379912,2425990,8.13,0,"x<=1"
"8352","Congenital Abnormalities","ME",2007,44,1327040,3.3,301231207,2423460,8.05,0,"x<=1"
"8353","Congenital Abnormalities","ME",2008,49,1330509,3.7,304093966,2471723,8.13,0,"x<=1"
"8354","Congenital Abnormalities","ME",2009,24,1329590,1.8,306771529,2436924,7.94,0,"x<=1"
"8355","Congenital Abnormalities","ME",2010,32,1328361,2.4,308745538,2468186,7.99,0,"x<=1"
"8356","Congenital Abnormalities","MD",1999,175,5254509,3.3,279040168,2391143,8.57,0,"x<=1"
"8357","Congenital Abnormalities","MD",2000,168,5296486,3.2,281421906,2403035,8.54,0,"x<=1"
"8358","Congenital Abnormalities","MD",2001,185,5374691,3.4,284968955,2416093,8.48,0,"x<=1"
"8359","Congenital Abnormalities","MD",2002,179,5440389,3.3,287625193,2443141,8.49,0,"x<=1"
"8360","Congenital Abnormalities","MD",2003,193,5496269,3.5,290107933,2448007,8.44,0,"x<=1"
"8361","Congenital Abnormalities","MD",2004,172,5546935,3.1,292805298,2397325,8.19,0,"x<=1"
"8362","Congenital Abnormalities","MD",2005,148,5592379,2.6,295516599,2447782,8.28,0,"x<=1"
"8363","Congenital Abnormalities","MD",2006,196,5627367,3.5,298379912,2425990,8.13,0,"x<=1"
"8364","Congenital Abnormalities","MD",2007,176,5653408,3.1,301231207,2423460,8.05,0,"x<=1"
"8365","Congenital Abnormalities","MD",2008,176,5684965,3.1,304093966,2471723,8.13,0,"x<=1"
"8366","Congenital Abnormalities","MD",2009,146,5730388,2.5,306771529,2436924,7.94,0,"x<=1"
"8367","Congenital Abnormalities","MD",2010,161,5773552,2.8,308745538,2468186,7.99,0,"x<=1"
"8368","Congenital Abnormalities","MA",1999,155,6317345,2.5,279040168,2391143,8.57,0,"x<=1"
"8369","Congenital Abnormalities","MA",2000,132,6349097,2.1,281421906,2403035,8.54,0,"x<=1"
"8370","Congenital Abnormalities","MA",2001,157,6397634,2.5,284968955,2416093,8.48,0,"x<=1"
"8371","Congenital Abnormalities","MA",2002,167,6417206,2.6,287625193,2443141,8.49,0,"x<=1"
"8372","Congenital Abnormalities","MA",2003,170,6422565,2.6,290107933,2448007,8.44,0,"x<=1"
"8373","Congenital Abnormalities","MA",2004,141,6412281,2.2,292805298,2397325,8.19,0,"x<=1"
"8374","Congenital Abnormalities","MA",2005,167,6403290,2.6,295516599,2447782,8.28,0,"x<=1"
